Mouse gene name,Mouse gene stable ID,Mouse homology type,Gene stable ID,Gene name
Plod2,ENSMUSG00000032374,ortholog_one2one,ENSGALG00000006783,PLOD2
Tcf25,ENSMUSG00000001472,ortholog_one2one,ENSGALG00000000129,TCF25
Clec16a,ENSMUSG00000068663,ortholog_one2one,ENSGALG00000007167,CLEC16A
Reep2,ENSMUSG00000038555,ortholog_one2one,ENSGALG00000017365,REEP2
Snx5,ENSMUSG00000027423,ortholog_one2one,ENSGALG00000008691,SNX5
Gm22710,ENSMUSG00000080542,ortholog_one2many,ENSGALG00000025648,
Mfn2,ENSMUSG00000029020,ortholog_one2one,ENSGALG00000004523,MFN2
Add1,ENSMUSG00000029106,ortholog_one2one,ENSGALG00000015664,ADD1
Prdm14,ENSMUSG00000042414,ortholog_one2one,ENSGALG00000033439,PRDM14
Slc30a6,ENSMUSG00000024069,ortholog_one2one,ENSGALG00000010618,SLC30A6
Lpcat3,ENSMUSG00000004270,ortholog_one2one,ENSGALG00000014570,LPCAT3
Actn1,ENSMUSG00000015143,ortholog_one2one,ENSGALG00000042458,ACTN1
Pdcl,ENSMUSG00000009030,ortholog_one2one,ENSGALG00000001275,PDCL
Arl5b,ENSMUSG00000017418,ortholog_one2one,ENSGALG00000008557,ARL5B
Socs1,ENSMUSG00000038037,ortholog_one2one,ENSGALG00000007158,SOCS1
,,,ENSGALG00000047770,
,,,ENSGALG00000048280,
Mpv17l2,ENSMUSG00000035559,ortholog_one2one,ENSGALG00000041429,MPV17L2
Xndc1,ENSMUSG00000099481,ortholog_one2one,ENSGALG00000017493,
Lrtm2,ENSMUSG00000055003,ortholog_one2one,ENSGALG00000026214,LRTM2
Ap3m2,ENSMUSG00000031539,ortholog_one2one,ENSGALG00000038155,AP3M2
Ptgs1,ENSMUSG00000047250,ortholog_one2one,ENSGALG00000001314,PTGS1
,,,ENSGALG00000046494,CASP10
Lims1,ENSMUSG00000019920,ortholog_one2many,ENSGALG00000050730,
Hook2,ENSMUSG00000052566,ortholog_one2one,ENSGALG00000031824,
,,,ENSGALG00000029842,
Ttc33,ENSMUSG00000022151,ortholog_one2one,ENSGALG00000014826,TTC33
Hpf1,ENSMUSG00000038005,ortholog_one2one,ENSGALG00000009668,HPF1
Dpagt1,ENSMUSG00000032123,ortholog_one2one,ENSGALG00000032420,DPAGT1
Rab3a,ENSMUSG00000031840,ortholog_one2one,ENSGALG00000030068,RAB3A
,,,ENSGALG00000008314,
,,,ENSGALG00000013008,CHUNK-1
Tnfsf13b,ENSMUSG00000031497,ortholog_one2many,ENSGALG00000049342,
Fam149a,ENSMUSG00000070044,ortholog_one2one,ENSGALG00000013503,FAM149A
Rmi2,ENSMUSG00000037991,ortholog_one2one,ENSGALG00000007155,RMI2
Cybc1,ENSMUSG00000039294,ortholog_one2one,ENSGALG00000001607,CYBC1
Agap3,ENSMUSG00000023353,ortholog_one2one,ENSGALG00000043576,AGAP3
Dyrk2,ENSMUSG00000028630,ortholog_one2one,ENSGALG00000009901,DYRK2
Colec10,ENSMUSG00000038591,ortholog_one2one,ENSGALG00000033144,COLEC10
Arl14ep,ENSMUSG00000027122,ortholog_one2one,ENSGALG00000012139,ARL14EP
Sgk1,ENSMUSG00000019970,ortholog_one2one,ENSGALG00000013971,SGK1
Spire2,ENSMUSG00000010154,ortholog_one2one,ENSGALG00000000521,SPIRE2
Miip,ENSMUSG00000029022,ortholog_one2one,ENSGALG00000044581,MIIP
Slc6a1,ENSMUSG00000030310,ortholog_one2one,ENSGALG00000004921,SLC6A1
Wdr25,ENSMUSG00000040877,ortholog_one2one,ENSGALG00000028897,WDR25
Gstm4,ENSMUSG00000027890,ortholog_one2one,ENSGALG00000032922,GSTM2
Kdm4c,ENSMUSG00000028397,ortholog_one2one,ENSGALG00000020557,KDM4C
N4bp1,ENSMUSG00000031652,ortholog_one2one,ENSGALG00000003907,N4BP1
Emg1,ENSMUSG00000004268,ortholog_one2one,ENSGALG00000014568,EMG1
Qpct,ENSMUSG00000024084,ortholog_one2one,ENSGALG00000032440,QPCT
,,,ENSGALG00000055117,
,,,ENSGALG00000051817,gga-mir-1758
,,,ENSGALG00000048216,
Zcchc8,ENSMUSG00000029427,ortholog_one2one,ENSGALG00000004486,ZCCHC8
Stap1,ENSMUSG00000029254,ortholog_one2one,ENSGALG00000011684,STAP1
Tnfrsf8,ENSMUSG00000028602,ortholog_one2one,ENSGALG00000039741,TNFRSF8
Lgsn,ENSMUSG00000050217,ortholog_one2one,ENSGALG00000016273,LGSN
Cbln1,ENSMUSG00000031654,ortholog_one2one,ENSGALG00000042664,CBLN1
Bhlhe40,ENSMUSG00000030103,ortholog_one2one,ENSGALG00000008308,BHLHE40
Lims1,ENSMUSG00000019920,ortholog_one2many,ENSGALG00000053439,
Kat6a,ENSMUSG00000031540,ortholog_one2one,ENSGALG00000003641,KAT6A
,,,ENSGALG00000034137,
,,,ENSGALG00000050745,
Blm,ENSMUSG00000030528,ortholog_one2one,ENSGALG00000008256,BLM
Rnaseh2a,ENSMUSG00000052926,ortholog_one2one,ENSGALG00000052002,RNASEH2A
Dipk2a,ENSMUSG00000045414,ortholog_one2one,ENSGALG00000002347,DIPK2A
Ranbp2,ENSMUSG00000003226,ortholog_one2many,ENSGALG00000035351,
Ranbp2,ENSMUSG00000003226,ortholog_one2many,ENSGALG00000050195,
,,,ENSGALG00000032387,
,,,ENSGALG00000025684,gga-mir-2188
Fshb,ENSMUSG00000027120,ortholog_one2one,ENSGALG00000012140,FSHB
Gldc,ENSMUSG00000024827,ortholog_one2one,ENSGALG00000015053,GLDC
Cacna2d4,ENSMUSG00000041460,ortholog_one2many,ENSGALG00000036964,
Rnf121,ENSMUSG00000070426,ortholog_one2one,ENSGALG00000000868,RNF121
Ptger4,ENSMUSG00000039942,ortholog_one2one,ENSGALG00000014824,PTGER4
Phb2,ENSMUSG00000004264,ortholog_one2one,ENSGALG00000014567,PHB2
Cand1,ENSMUSG00000020114,ortholog_one2one,ENSGALG00000033879,CAND1
Narf,ENSMUSG00000000056,ortholog_one2one,ENSGALG00000001603,NARF
Kdm3b,ENSMUSG00000038773,ortholog_one2one,ENSGALG00000007663,KDM3B
Ampd2,ENSMUSG00000027889,ortholog_one2one,ENSGALG00000034009,AMPD2
Prkd3,ENSMUSG00000024070,ortholog_one2one,ENSGALG00000010612,PRKD3
Fancl,ENSMUSG00000004018,ortholog_one2one,ENSGALG00000030022,FANCL
Bcar3,ENSMUSG00000028121,ortholog_one2one,ENSGALG00000005782,GCLM
,,,ENSGALG00000005462,ZP4
Slc6a11,ENSMUSG00000030307,ortholog_one2one,ENSGALG00000004879,SLC6A11
Zfp423,ENSMUSG00000045333,ortholog_one2one,ENSGALG00000003891,ZNF423
Ndufaf7,ENSMUSG00000024082,ortholog_one2one,ENSGALG00000010609,NDUFAF7
,,,ENSGALG00000049152,
Hsph1,ENSMUSG00000029657,ortholog_one2one,ENSGALG00000017077,HSPH1
Pafah2,ENSMUSG00000037366,ortholog_one2one,ENSGALG00000021658,PAFAH2
Wars,ENSMUSG00000021266,ortholog_one2one,ENSGALG00000011228,WARS1
Cyth3,ENSMUSG00000018001,ortholog_one2one,ENSGALG00000007149,CYTH3
,,,ENSGALG00000034213,TNFRSF1B
Ranbp3,ENSMUSG00000002372,ortholog_one2one,ENSGALG00000000577,RANBP3
Slc25a47,ENSMUSG00000048856,ortholog_one2one,ENSGALG00000011225,SLC25A47
Ptp4a1,ENSMUSG00000117310,ortholog_one2many,ENSGALG00000016271,PTP4A1
Ptp4a1,ENSMUSG00000026064,ortholog_one2many,ENSGALG00000016271,PTP4A1
Vrk2,ENSMUSG00000064090,ortholog_one2one,ENSGALG00000032770,VRK2
Slc26a5,ENSMUSG00000029015,ortholog_one2one,ENSGALG00000008222,SLC26A5
Sulf1,ENSMUSG00000016918,ortholog_one2one,ENSGALG00000039553,SULF1
Smim10l2a,ENSMUSG00000054850,ortholog_one2many,ENSGALG00000007133,
Smim10l1,ENSMUSG00000072704,ortholog_one2many,ENSGALG00000007133,
Slc25a29,ENSMUSG00000021265,ortholog_one2one,ENSGALG00000011220,SLC25A29
Cenpc1,ENSMUSG00000029253,ortholog_one2one,ENSGALG00000011683,CENPC
Clasp1,ENSMUSG00000064302,ortholog_one2one,ENSGALG00000011645,CLASP1
Ranbp2,ENSMUSG00000003226,ortholog_one2many,ENSGALG00000048183,
Gm26427,ENSMUSG00000093992,ortholog_one2one,ENSGALG00000017910,U6
Kcna4,ENSMUSG00000042604,ortholog_one2one,ENSGALG00000012142,KCNA4
Wdr76,ENSMUSG00000027242,ortholog_one2one,ENSGALG00000035465,WDR76
Cflar,ENSMUSG00000026031,ortholog_one2one,ENSGALG00000008240,CFLAR
Dcaf5,ENSMUSG00000049106,ortholog_one2one,ENSGALG00000009463,DCAF5
,,,ENSGALG00000051248,
Zcchc7,ENSMUSG00000035649,ortholog_one2one,ENSGALG00000028675,ZCCHC7
Abca1,ENSMUSG00000015243,ortholog_one2one,ENSGALG00000015433,ABCA1
,,,ENSGALG00000005776,
Apoo,ENSMUSG00000079508,ortholog_one2one,ENSGALG00000016345,APOO
Uhrf2,ENSMUSG00000024817,ortholog_one2one,ENSGALG00000015052,UHRF2
Tlr3,ENSMUSG00000031639,ortholog_one2one,ENSGALG00000013468,TLR3
Extl1,ENSMUSG00000028838,ortholog_many2many,ENSGALG00000043829,
Myo18a,ENSMUSG00000000631,ortholog_one2one,ENSGALG00000003741,MYO18A
Rac1,ENSMUSG00000001847,ortholog_one2one,ENSGALG00000007130,RAC1
Yy1,ENSMUSG00000021264,ortholog_one2many,ENSGALG00000017388,YY2
Yy2,ENSMUSG00000091736,ortholog_one2many,ENSGALG00000017388,YY2
,,,ENSGALG00000028432,gga-mir-6583
Cnep1r1,ENSMUSG00000036810,ortholog_one2one,ENSGALG00000029793,CNEP1R1
Pyy,ENSMUSG00000017311,ortholog_one2one,ENSGALG00000046338,PYY
Cebpz,ENSMUSG00000024081,ortholog_one2one,ENSGALG00000040335,CEBPZ
Dab2,ENSMUSG00000022150,ortholog_one2one,ENSGALG00000003803,DAB2
Degs2,ENSMUSG00000021263,ortholog_one2one,ENSGALG00000011213,DEGS2
Gbx1,ENSMUSG00000067724,ortholog_one2one,ENSGALG00000042241,GBX1
Invs,ENSMUSG00000028344,ortholog_one2one,ENSGALG00000013441,INVS
B3glct,ENSMUSG00000051950,ortholog_one2one,ENSGALG00000017076,B3GLCT
Ccdc85a,ENSMUSG00000032878,ortholog_one2one,ENSGALG00000043080,CCDC85A
Art1,ENSMUSG00000030996,ortholog_one2many,ENSGALG00000006443,MADPRT1
,,,ENSGALG00000048701,
Cebpzos,ENSMUSG00000062691,ortholog_one2one,ENSGALG00000052063,CEBPZOS
Mfsd10,ENSMUSG00000001082,ortholog_many2many,ENSGALG00000015652,
Atp2b2,ENSMUSG00000030302,ortholog_one2one,ENSGALG00000030908,
Tmem101,ENSMUSG00000020921,ortholog_one2one,ENSGALG00000043148,TMEM101
Mir216b,ENSMUSG00000076318,ortholog_one2one,ENSGALG00000036291,gga-mir-216b
Sult6b1,ENSMUSG00000038045,ortholog_one2one,ENSGALG00000046375,SULT6B1
,,,ENSGALG00000025250,gga-mir-1679
Mir216a,ENSMUSG00000065539,ortholog_one2one,ENSGALG00000037915,gga-mir-216a
Daglb,ENSMUSG00000039206,ortholog_one2one,ENSGALG00000007119,DAGLB
Phf3,ENSMUSG00000048874,ortholog_one2one,ENSGALG00000016267,PHF3
,,,ENSGALG00000027985,
Frmd5,ENSMUSG00000027238,ortholog_one2one,ENSGALG00000030858,FRMD5
Trim54,ENSMUSG00000062077,ortholog_one2one,ENSGALG00000033203,TRIM54
,,,ENSGALG00000048890,
Nipsnap3a,ENSMUSG00000015242,ortholog_one2many,ENSGALG00000027334,
Nipsnap3b,ENSMUSG00000015247,ortholog_one2many,ENSGALG00000027334,
,,,ENSGALG00000032423,gga-mir-217
Lsm12,ENSMUSG00000020922,ortholog_one2one,ENSGALG00000039803,LSM12
Tfcp2l1,ENSMUSG00000026380,ortholog_one2one,ENSGALG00000011635,TFCP2L1
Evl,ENSMUSG00000021262,ortholog_one2one,ENSGALG00000011209,EVL
Slc30a2,ENSMUSG00000028836,ortholog_one2one,ENSGALG00000010375,SLC30A2
Slc1a6,ENSMUSG00000005357,ortholog_one2one,ENSGALG00000000558,SLC1A6
Abca4,ENSMUSG00000028125,ortholog_one2one,ENSGALG00000005752,ABCA4
9930021J03Rik,ENSMUSG00000046138,ortholog_one2one,ENSGALG00000015050,KIAA2026
Aldh8a1,ENSMUSG00000037542,ortholog_one2one,ENSGALG00000013969,ALDH8A1
Tnfrsf11b,ENSMUSG00000063727,ortholog_one2one,ENSGALG00000043167,TNFRSF11B
Mgme1,ENSMUSG00000027424,ortholog_one2one,ENSGALG00000008698,MGME1
Asb10,ENSMUSG00000038204,ortholog_one2one,ENSGALG00000032845,ASB10
Ndufb3,ENSMUSG00000026032,ortholog_one2one,ENSGALG00000008239,NDUFB3
Klhl15,ENSMUSG00000043929,ortholog_one2one,ENSGALG00000054564,KLHL15
Ranbp2,ENSMUSG00000003226,ortholog_one2many,ENSGALG00000054160,
Mfap3l,ENSMUSG00000031647,ortholog_one2one,ENSGALG00000009667,MFAP3L
Art1,ENSMUSG00000030996,ortholog_one2many,ENSGALG00000028988,ART7C
Ranbp2,ENSMUSG00000003226,ortholog_one2many,ENSGALG00000039979,
Ucn,ENSMUSG00000038676,ortholog_one2one,ENSGALG00000054781,UCN
Kmt2d,ENSMUSG00000048154,ortholog_one2one,ENSGALG00000031702,KMT2D
Fam126b,ENSMUSG00000038174,ortholog_one2one,ENSGALG00000020869,
Foxk2,ENSMUSG00000039275,ortholog_one2one,ENSGALG00000001577,FOXK2
C2cd2l,ENSMUSG00000032120,ortholog_one2one,ENSGALG00000034014,C2CD2L
Mlana,ENSMUSG00000024806,ortholog_one2one,ENSGALG00000019756,MLANA
,,,ENSGALG00000039159,
,,,ENSGALG00000037029,
Asb16,ENSMUSG00000034768,ortholog_one2one,ENSGALG00000047976,ASB16
Heatr3,ENSMUSG00000031657,ortholog_one2one,ENSGALG00000041613,HEATR3
Ranbp2,ENSMUSG00000003226,ortholog_one2many,ENSGALG00000050358,
Pou2f1,ENSMUSG00000026565,ortholog_one2one,ENSGALG00000015446,POU2F1
Ranbp2,ENSMUSG00000003226,ortholog_one2many,ENSGALG00000049591,
,,,ENSGALG00000051540,
Efemp1,ENSMUSG00000020467,ortholog_one2one,ENSGALG00000037901,EFEMP1
Mrrf,ENSMUSG00000026887,ortholog_one2one,ENSGALG00000001333,MRRFP1
Grhpr,ENSMUSG00000035637,ortholog_one2one,ENSGALG00000005423,GRHPR
Mettl15,ENSMUSG00000057234,ortholog_one2one,ENSGALG00000012153,METTL15P1
,,,ENSGALG00000007642,CTBPL
Gnat2,ENSMUSG00000009108,ortholog_one2one,ENSGALG00000038084,GNAT2
Exd2,ENSMUSG00000032705,ortholog_one2one,ENSGALG00000009456,EXD2
Art1,ENSMUSG00000030996,ortholog_one2many,ENSGALG00000027166,ART7B
,,,ENSGALG00000054562,
Psd3,ENSMUSG00000030465,ortholog_one2one,ENSGALG00000048151,
Rarb,ENSMUSG00000017491,ortholog_one2one,ENSGALG00000011298,RARB
Slc16a11,ENSMUSG00000040938,ortholog_many2many,ENSGALG00000015045,
Orc2,ENSMUSG00000026037,ortholog_one2one,ENSGALG00000008234,ORC2
Ranbp2,ENSMUSG00000003226,ortholog_one2many,ENSGALG00000048470,
Zbtb5,ENSMUSG00000049657,ortholog_one2one,ENSGALG00000005354,ZBTB5
Gfra3,ENSMUSG00000024366,ortholog_one2one,ENSGALG00000007620,GFRA3
Jund,ENSMUSG00000071076,ortholog_one2one,ENSGALG00000043641,JUND
Ovol2,ENSMUSG00000037279,ortholog_one2one,ENSGALG00000008702,OVOL2
Dhh,ENSMUSG00000023000,ortholog_one2one,ENSGALG00000031707,DHH
Slc9a9,ENSMUSG00000031129,ortholog_one2one,ENSGALG00000002374,SLC9A9
Mpv17,ENSMUSG00000107283,ortholog_one2one,ENSGALG00000026239,MPV17
Grip1,ENSMUSG00000034813,ortholog_one2one,ENSGALG00000009895,GRIP1
Samd12,ENSMUSG00000058656,ortholog_one2one,ENSGALG00000029664,SAMD12
Copa,ENSMUSG00000026553,ortholog_one2one,ENSGALG00000009153,COPA
Casc4,ENSMUSG00000060227,ortholog_one2one,ENSGALG00000008208,CASC4
,,,ENSGALG00000031804,H2BE1
Lsm4,ENSMUSG00000031848,ortholog_one2one,ENSGALG00000003385,LSM4
Nif3l1,ENSMUSG00000026036,ortholog_one2one,ENSGALG00000008226,NIF3L1
Ranbp2,ENSMUSG00000003226,ortholog_one2many,ENSGALG00000050613,
Tex10,ENSMUSG00000028345,ortholog_one2one,ENSGALG00000013438,TEX10
Gm23513,ENSMUSG00000095977,ortholog_one2many,ENSGALG00000025675,SNORA84
Gm25989,ENSMUSG00000096684,ortholog_one2many,ENSGALG00000025675,SNORA84
Gm25394,ENSMUSG00000087963,ortholog_one2many,ENSGALG00000025675,SNORA84
Psmc2,ENSMUSG00000028932,ortholog_one2one,ENSGALG00000008236,PSMC2
A830018L16Rik,ENSMUSG00000057715,ortholog_one2one,ENSGALG00000034561,C8orf34
Plec,ENSMUSG00000022565,ortholog_one2one,ENSGALG00000048190,
Galnt16,ENSMUSG00000021130,ortholog_one2one,ENSGALG00000009452,GALNT16
,,,ENSGALG00000048126,
Pipox,ENSMUSG00000017453,ortholog_one2one,ENSGALG00000026392,PIPOX
Ptpn6,ENSMUSG00000004266,ortholog_one2one,ENSGALG00000014561,PTPN6
Lonp1,ENSMUSG00000041168,ortholog_one2one,ENSGALG00000040492,LONP1
,,,ENSGALG00000048802,
Pet117,ENSMUSG00000098387,ortholog_one2one,ENSGALG00000053748,PET117
,,,ENSGALG00000025834,
Chst2,ENSMUSG00000033350,ortholog_one2one,ENSGALG00000034507,CHST2
Rbm18,ENSMUSG00000026889,ortholog_one2one,ENSGALG00000028167,RBM18
,,,ENSGALG00000015428,
,,,ENSGALG00000048056,
Kdelr2,ENSMUSG00000079111,ortholog_one2one,ENSGALG00000040793,KDELR2
,,,ENSGALG00000031262,
Tent4b,ENSMUSG00000036779,ortholog_one2one,ENSGALG00000031851,TENT4B
Trim63,ENSMUSG00000028834,ortholog_one2one,ENSGALG00000034107,TRIM63
Rpl36-ps4,ENSMUSG00000093922,ortholog_one2many,ENSGALG00000000474,RPL36
Rpl36,ENSMUSG00000057863,ortholog_one2many,ENSGALG00000000474,RPL36
Art1,ENSMUSG00000030996,ortholog_one2many,ENSGALG00000000871,ART1
Polr1e,ENSMUSG00000028318,ortholog_one2one,ENSGALG00000005395,POLR1E
Nop14,ENSMUSG00000036693,ortholog_one2one,ENSGALG00000015649,NOP14
Cd247,ENSMUSG00000005763,ortholog_one2one,ENSGALG00000015441,CD247
Adipor2,ENSMUSG00000030168,ortholog_one2one,ENSGALG00000035533,ADIPOR2
Sez6,ENSMUSG00000000632,ortholog_one2one,ENSGALG00000026431,SEZ6
Hdac5,ENSMUSG00000008855,ortholog_one2one,ENSGALG00000054154,
Fyb,ENSMUSG00000022148,ortholog_one2one,ENSGALG00000003792,FYB
Malrd1,ENSMUSG00000075520,ortholog_one2one,ENSGALG00000008498,MALRD1
Eif2s3x,ENSMUSG00000035150,ortholog_one2many,ENSGALG00000016340,EIF2S3
Eif2s3y,ENSMUSG00000069049,ortholog_one2many,ENSGALG00000016340,EIF2S3
,,,ENSGALG00000047999,
G6pc3,ENSMUSG00000034793,ortholog_one2one,ENSGALG00000054002,G6PC3
Pnpt1,ENSMUSG00000020464,ortholog_one2one,ENSGALG00000043545,PNPT1
Otoa,ENSMUSG00000034990,ortholog_one2many,ENSGALG00000007070,
Prex2,ENSMUSG00000048960,ortholog_one2one,ENSGALG00000042354,PREX2
Dnajc2,ENSMUSG00000029014,ortholog_one2one,ENSGALG00000008249,DNAJC2
Phf12,ENSMUSG00000037791,ortholog_one2one,ENSGALG00000031368,PHF12
Grcc10,ENSMUSG00000072772,ortholog_one2one,ENSGALG00000014555,C1H12ORF57
,,,ENSGALG00000049870,
Crim1,ENSMUSG00000024074,ortholog_one2one,ENSGALG00000032640,CRIM1
Atxn7l3,ENSMUSG00000059995,ortholog_one2one,ENSGALG00000030899,ATXN7L3
,,,ENSGALG00000030959,
,,,ENSGALG00000028746,gga-mir-1467-2
Gm27953,ENSMUSG00000098312,ortholog_one2one,ENSGALG00000026454,
,,,ENSGALG00000051916,
Lpl,ENSMUSG00000015568,ortholog_one2one,ENSGALG00000015425,LPL
Zfx,ENSMUSG00000079509,ortholog_one2one,ENSGALG00000016327,
Pdik1l,ENSMUSG00000050890,ortholog_one2one,ENSGALG00000001463,PDIK1L
,,,ENSGALG00000052575,
Adcy7,ENSMUSG00000031659,ortholog_one2one,ENSGALG00000003837,ADCY7
Lmnb2,ENSMUSG00000062075,ortholog_one2one,ENSGALG00000000470,LMNA
,,,ENSGALG00000051759,
Cpa6,ENSMUSG00000042501,ortholog_one2one,ENSGALG00000041918,CPA6
Lhx6,ENSMUSG00000026890,ortholog_one2one,ENSGALG00000001347,LHX6
,,,ENSGALG00000028340,
Ermp1,ENSMUSG00000046324,ortholog_one2one,ENSGALG00000000438,ERMP1
Cdc23,ENSMUSG00000024370,ortholog_one2one,ENSGALG00000007610,CDC23
Pgpep1,ENSMUSG00000056204,ortholog_one2one,ENSGALG00000042080,PGPEP1
Xrcc1,ENSMUSG00000051768,ortholog_one2one,ENSGALG00000051339,
Kat14,ENSMUSG00000027425,ortholog_one2one,ENSGALG00000008707,KAT14
Fbxl14,ENSMUSG00000030019,ortholog_one2one,ENSGALG00000032159,FBXL14
Grrp1,ENSMUSG00000050105,ortholog_one2one,ENSGALG00000046085,FAM110D
Dhrs13,ENSMUSG00000020834,ortholog_one2one,ENSGALG00000004009,
Eml1,ENSMUSG00000058070,ortholog_one2one,ENSGALG00000039735,EML1
Fez2,ENSMUSG00000056121,ortholog_one2one,ENSGALG00000010594,FEZ2
Nsun4,ENSMUSG00000028706,ortholog_one2one,ENSGALG00000010360,NSUN4
Ranbp2,ENSMUSG00000003226,ortholog_one2many,ENSGALG00000051579,
Grk4,ENSMUSG00000052783,ortholog_one2one,ENSGALG00000015645,GRK4
,,,ENSGALG00000014554,
Gm30191,ENSMUSG00000108398,ortholog_one2one,ENSGALG00000029721,C1orf232
Rictor,ENSMUSG00000050310,ortholog_one2one,ENSGALG00000003775,RICTOR
,,,ENSGALG00000048962,
Plxdc2,ENSMUSG00000026748,ortholog_one2one,ENSGALG00000007956,PLXDC2
Mast1,ENSMUSG00000053693,ortholog_one2one,ENSGALG00000047242,MAST1
Gdf15,ENSMUSG00000038508,ortholog_one2one,ENSGALG00000052151,
Ubtf,ENSMUSG00000020923,ortholog_one2one,ENSGALG00000042976,UBTF
Gli3,ENSMUSG00000021318,ortholog_one2one,ENSGALG00000011630,GLI2
,,,ENSGALG00000025539,gga-mir-1724
Arhgap29,ENSMUSG00000039831,ortholog_one2one,ENSGALG00000005683,ARHGAP29
,,,ENSGALG00000047357,
Timm13,ENSMUSG00000020219,ortholog_one2one,ENSGALG00000028937,TIMM13
,,,ENSGALG00000052441,
,,,ENSGALG00000011166,
Arfgef1,ENSMUSG00000067851,ortholog_one2one,ENSGALG00000034610,ARFGEF1
Iars,ENSMUSG00000037851,ortholog_one2one,ENSGALG00000004813,IARS1
,,,ENSGALG00000050136,
Otoa,ENSMUSG00000034990,ortholog_one2many,ENSGALG00000054272,
Pmpcb,ENSMUSG00000029017,ortholog_one2one,ENSGALG00000008280,PMPCB
Nrg1,ENSMUSG00000062991,ortholog_one2one,ENSGALG00000015422,NRG1
,,,ENSGALG00000035217,
,,,ENSGALG00000016326,
Osmr,ENSMUSG00000022146,ortholog_one2many,ENSGALG00000003747,
4932429P05Rik,ENSMUSG00000079513,ortholog_one2many,ENSGALG00000030810,PPP4R3C
4930415L06Rik,ENSMUSG00000035387,ortholog_one2many,ENSGALG00000030810,PPP4R3C
Hells,ENSMUSG00000025001,ortholog_one2one,ENSGALG00000005451,HELLS
Tmprss9,ENSMUSG00000059406,ortholog_one2one,ENSGALG00000000458,TMPRSS9
Epha5,ENSMUSG00000029245,ortholog_one2one,ENSGALG00000011680,EPHA5
Brd7,ENSMUSG00000031660,ortholog_one2one,ENSGALG00000003786,BRD7
,,,ENSGALG00000047982,
Cspp1,ENSMUSG00000056763,ortholog_one2many,ENSGALG00000031648,
Slc4a1,ENSMUSG00000006574,ortholog_one2one,ENSGALG00000039978,SLC4A1
Vit,ENSMUSG00000024076,ortholog_one2one,ENSGALG00000010583,VIT
Creg1,ENSMUSG00000040713,ortholog_one2one,ENSGALG00000040426,CREG1
Fanca,ENSMUSG00000032815,ortholog_one2one,ENSGALG00000000516,FANCA
Lmbr1l,ENSMUSG00000022999,ortholog_one2one,ENSGALG00000037665,LMBR1L
,,,ENSGALG00000031565,NEBL
Osmr,ENSMUSG00000022146,ortholog_one2many,ENSGALG00000048563,
Napepld,ENSMUSG00000044968,ortholog_one2one,ENSGALG00000008285,NAPEPLD
Fut10,ENSMUSG00000046152,ortholog_one2one,ENSGALG00000015399,FUT10
Inhbb,ENSMUSG00000037035,ortholog_one2one,ENSGALG00000028770,INHBB
,,,ENSGALG00000054505,
Tnfsf13b,ENSMUSG00000031497,ortholog_one2many,ENSGALG00000052140,
Kif18a,ENSMUSG00000027115,ortholog_one2one,ENSGALG00000012160,KIF18A
Dcaf10,ENSMUSG00000035572,ortholog_one2one,ENSGALG00000005390,DCAF10
,,,ENSGALG00000025412,gga-mir-1632
,,,ENSGALG00000025975,gga-mir-6605
,,,ENSGALG00000054200,
Igsf6,ENSMUSG00000035004,ortholog_one2one,ENSGALG00000007059,IGSF6
,,,ENSGALG00000045026,
Erh,ENSMUSG00000021131,ortholog_one2one,ENSGALG00000017384,ERH
Wnt5b,ENSMUSG00000030170,ortholog_one2one,ENSGALG00000012998,WNT5B
Ssbp4,ENSMUSG00000070003,ortholog_one2one,ENSGALG00000052268,SSBP4
Ppil3,ENSMUSG00000026035,ortholog_one2one,ENSGALG00000008228,PPIL3
Helb,ENSMUSG00000020228,ortholog_one2one,ENSGALG00000009885,HELB
Flot2,ENSMUSG00000061981,ortholog_one2one,ENSGALG00000031216,FLOT2
Armc10,ENSMUSG00000038525,ortholog_one2one,ENSGALG00000008288,ARMC10
Fnta,ENSMUSG00000015994,ortholog_one2one,ENSGALG00000015397,FNTA
Strn,ENSMUSG00000024077,ortholog_one2one,ENSGALG00000010580,STRN
Nol8,ENSMUSG00000021392,ortholog_one2one,ENSGALG00000004750,NOL8
Mir144,ENSMUSG00000065401,ortholog_one2one,ENSGALG00000021791,gga-mir-144
Abcd3,ENSMUSG00000028127,ortholog_one2one,ENSGALG00000005647,ABCD3
,,,ENSGALG00000021721,gga-mir-451
Nkd1,ENSMUSG00000031661,ortholog_one2one,ENSGALG00000003767,NKD1
Cyp46a1,ENSMUSG00000021259,ortholog_one2one,ENSGALG00000011162,CYP46A1
Cspp1,ENSMUSG00000056763,ortholog_one2many,ENSGALG00000031167,
Rundc3a,ENSMUSG00000006575,ortholog_one2one,ENSGALG00000026518,RUNDC3A
Nebl,ENSMUSG00000053702,ortholog_one2one,ENSGALG00000037769,NEBL
Mettl9,ENSMUSG00000030876,ortholog_one2one,ENSGALG00000007044,METTL9
Ralb,ENSMUSG00000004451,ortholog_one2one,ENSGALG00000026493,RALB
Kcmf1,ENSMUSG00000055239,ortholog_one2many,ENSGALG00000015391,
Sppl2b,ENSMUSG00000035206,ortholog_one2one,ENSGALG00000000430,SPPL2C
Htt,ENSMUSG00000029104,ortholog_one2one,ENSGALG00000015635,HTT
